charges,Erin_charges,Count,Craig_charges,Craig_edit,2C_added
2C:29-3B(1) HINDERING APPREHENSION - ONESELF - TAMPER W/EVIDENCE,2C:29-3B(1) HINDERING APPREHENSION - ONESELF - TAMPER W/EVIDENCE,1,2C:29-3B(1) HINDERING APPREHENSION - ONESELF - TAMPER W/EVIDENCE,2C:29-3B(1) HINDERING APPREHENSION - ONESELF - TAMPER W/EVIDENCE,2C:29-3B(1) HINDERING APPREHENSION - ONESELF - TAMPER W/EVIDENCE
"2C:29-3B(1),2C:29-1A","2C:29-3B(1),2C:29-1A",1,"2C:29-3B(1),2C:29-1A","2C:29-3B(1),2C:29-1A","2C:29-3B(1),2C:29-1A"
2C:29-3B(2) 2C:39-9,2C:29-3B(2) 2C:39-9,1,2C:29-3B(2) 2C:39-9,2C:29-3B(2) 2C:39-9,2C:29-3B(2) 2C:39-9
2C:29-3B(3) OTHER,2C:29-3B(3) OTHER,1,2C:29-3B(3) OTHER,2C:29-3B(3) OTHER,2C:29-3B(3) OTHER
2C:29-3B(4) / 2C:29-2 / 2C:29-1A,2C:29-3B(4) / 2C:29-2 / 2C:29-1A,1,2C:29-3B(4) / 2C:29-2 / 2C:29-1A,2C:29-3B(4) / 2C:29-2 / 2C:29-1A,2C:29-3B(4) / 2C:29-2 / 2C:29-1A
2C:29-3B(4) / 2C:29-2A(1),2C:29-3B(4) / 2C:29-2A(1),1,2C:29-3B(4) / 2C:29-2A(1),2C:29-3B(4) / 2C:29-2A(1),2C:29-3B(4) / 2C:29-2A(1)
2C:29-3B(4) & 2C:29-2A(1),2C:29-3B(4) & 2C:29-2A(1),1,2C:29-3B(4) & 2C:29-2A(1),2C:29-3B(4) & 2C:29-2A(1),2C:29-3B(4) & 2C:29-2A(1)
2C:29-3B(4) AND 2C:29-2A(2),2C:29-3B(4) AND 2C:29-2A(2),1,2C:29-3B(4) AND 2C:29-2A(2),2C:29-3B(4) AND 2C:29-2A(2),2C:29-3B(4) AND 2C:29-2A(2)
2C:29-3B(4) HINDER APPREHENSION,2C:29-3B(4) HINDER APPREHENSION,1,2C:29-3B(4) HINDER APPREHENSION,2C:29-3B(4) HINDER APPREHENSION,2C:29-3B(4) HINDER APPREHENSION
2C:29-3B(4) HINDERING,2C:29-3B(4) HINDERING,1,2C:29-3B(4) HINDERING,2C:29-3B(4) HINDERING,2C:29-3B(4) HINDERING
2C:29-3B(4) HINDERING APPREHENSION OR PROSECUTION OF SELF,2C:29-3B(4) HINDERING APPREHENSION OR PROSECUTION OF SELF,1,2C:29-3B(4) HINDERING APPREHENSION OR PROSECUTION OF SELF,2C:29-3B(4) HINDERING APPREHENSION OR PROSECUTION OF SELF,2C:29-3B(4) HINDERING APPREHENSION OR PROSECUTION OF SELF
2C:29-3B(4)/ 2C:29-2A(1),2C:29-3B(4)/ 2C:29-2A(1),1,2C:29-3B(4)/ 2C:29-2A(1),2C:29-3B(4)/ 2C:29-2A(1),2C:29-3B(4)/ 2C:29-2A(1)
2C:29-3B(4)/2C:29-1A,2C:29-3B(4)/2C:29-1A,1,2C:29-3B(4)/2C:29-1A,2C:29-3B(4)/2C:29-1A,2C:29-3B(4)/2C:29-1A
2C:29-3B(4)/2C:35-10A(4),2C:29-3B(4)/2C:35-10A(4),1,2C:29-3B(4)/2C:35-10A(4),2C:29-3B(4)/2C:35-10A(4),2C:29-3B(4)/2C:35-10A(4)
2C:29-3B(41),2C:29-3B(41),1,2C:29-3B(41),2C:29-3B(41),2C:29-3B(41)
2C:29-3B(7),2C:29-3B(7),1,2C:29-3B(7),2C:29-3B(7),2C:29-3B(7)
2C:29-3B(9),2C:29-3B(9),1,2C:29-3B(9),2C:29-3B(9),2C:29-3B(9)
2C:29-3B(A),2C:29-3B(A),1,2C:29-3B(A),2C:29-3B(A),2C:29-3B(A)
2C:29-3B(ILLEGIBLE),2C:29-3B(ILLEGIBLE),1,2C:29-3B(ILLEGIBLE),2C:29-3B(ILLEGIBLE),2C:29-3B(ILLEGIBLE)
2C:29-3B/2C:28-6,2C:29-3B/2C:28-6,1,2C:29-3B/2C:28-6,2C:29-3B/2C:28-6,2C:29-3B/2C:28-6
2C:29-3B2 + 2A:10-1,2C:29-3B2 + 2A:10-1,1,2C:29-3B2 + 2A:10-1,2C:29-3B2 + 2A:10-1,2C:29-3B2 + 2A:10-1
2C:29-3B2; 2C:29-1A,2C:29-3B2; 2C:29-1A,1,2C:29-3B2; 2C:29-1A,2C:29-3B2; 2C:29-1A,2C:29-3B2; 2C:29-1A
2C:29-3E,2C:29-3E,1,2C:29-3E,2C:29-3E,2C:29-3E
2C:29-3ILLEGIBLE(3),2C:29-3ILLEGIBLE(3),1,2C:29-3ILLEGIBLE(3),2C:29-3ILLEGIBLE(3),2C:29-3ILLEGIBLE(3)
2C:29-3N HINDERING APPREHENSION,2C:29-3N HINDERING APPREHENSION,1,2C:29-3N HINDERING APPREHENSION,2C:29-3N HINDERING APPREHENSION,2C:29-3N HINDERING APPREHENSION
2C:29-4 3B,2C:29-4 3B,1,2C:29-4 3B,2C:29-4 3B,2C:29-4 3B
2C:29-41,2C:29-41,1,2C:29-41,2C:29-41,2C:29-41
2C:29-5.A,2C:29-5.A,1,2C:29-5.A,2C:29-5.A,2C:29-5.A
2C:29-5(A),2C:29-5(A),1,2C:29-5(A),2C:29-5(A),2C:29-5(A)
2C:29-5A / 2C:29-2A(3),2C:29-5A / 2C:29-2A(3),1,2C:29-5A / 2C:29-2A(3),2C:29-5A / 2C:29-2A(3),2C:29-5A / 2C:29-2A(3)
2C:29-5A AND 2C:12-1B(5)(C),2C:29-5A AND 2C:12-1B(5)(C),1,2C:29-5A AND 2C:12-1B(5)(C),2C:29-5A AND 2C:12-1B(5)(C),2C:29-5A AND 2C:12-1B(5)(C)
2C:29-5A CRIMINAL ILLEGIBLE,2C:29-5A CRIMINAL ILLEGIBLE,1,2C:29-5A CRIMINAL ILLEGIBLE,2C:29-5A CRIMINAL ILLEGIBLE,2C:29-5A CRIMINAL ILLEGIBLE
2C:29-5A(1),2C:29-5A(1),1,2C:29-5A(1),2C:29-5A(1),2C:29-5A(1)
2C:29-5B,2C:29-5B,1,2C:29-5B,2C:29-5B,2C:29-5B
2C:29-7 (3),2C:29-7 (3),1,2C:29-7 (3),2C:29-7 (3),2C:29-7 (3)
2C:29-7 (MULTIPLE),2C:29-7 (MULTIPLE),1,2C:29-7 (MULTIPLE),2C:29-7 (MULTIPLE),2C:29-7 (MULTIPLE)
2C:29-7 (X2) ILLEGIBLE,2C:29-7 (X2) ILLEGIBLE,1,2C:29-7 (X2) ILLEGIBLE,2C:29-7 (X2) ILLEGIBLE,2C:29-7 (X2) ILLEGIBLE
2C:29-7 2C:39-5B,2C:29-7 2C:39-5B,1,2C:29-7 2C:39-5B,2C:29-7 2C:39-5B,2C:29-7 2C:39-5B
2C:29-7A(1),2C:29-7A(1),1,2C:29-7A(1),2C:29-7A(1),2C:29-7A(1)
2C:29-9 (B),2C:29-9 (B),1,2C:29-9 (B),2C:29-9 (B),2C:29-9 (B)
2C:29-9 (COC) 2C:29-9(3),2C:29-9 (COC) 2C:29-9(3),1,2C:29-9 (COC) 2C:29-9(3),2C:29-9 (COC) 2C:29-9(3),2C:29-9 (COC) 2C:29-9(3)
2C:29-9 (NUMEROUS WARRANTS),2C:29-9 (NUMEROUS WARRANTS),1,2C:29-9 (NUMEROUS WARRANTS),2C:29-9 (NUMEROUS WARRANTS),2C:29-9 (NUMEROUS WARRANTS)
2C:29-9 (X4),2C:29-9 (X4),1,2C:29-9 (X4),2C:29-9 (X4),2C:29-9 (X4)
2C:29-9 / 2C:18-2A/2C / 2C:13-2,2C:29-9 / 2C:18-2A/2C / 2C:13-2,1,2C:29-9 / 2C:18-2A/2C / 2C:13-2,2C:29-9 / 2C:18-2A/2C / 2C:13-2,2C:29-9 / 2C:18-2A/2C / 2C:13-2
2C:29-9 & 2C:29-1A,2C:29-9 & 2C:29-1A,1,2C:29-9 & 2C:29-1A,2C:29-9 & 2C:29-1A,2C:29-9 & 2C:29-1A
2C:29-9 COC,2C:29-9 COC,1,2C:29-9 COC,2C:29-9 COC,2C:29-9 COC
2C:29-9 RESISTING,2C:29-9 RESISTING,1,2C:29-9 RESISTING,2C:29-9 RESISTING,2C:29-9 RESISTING
2C:29-9 RESISTING ARREST,2C:29-9 RESISTING ARREST,1,2C:29-9 RESISTING ARREST,2C:29-9 RESISTING ARREST,2C:29-9 RESISTING ARREST
2C:29-9-1A,2C:29-9-1A,1,2C:29-9-1A,2C:29-9-1A,2C:29-9-1A
2C:29-9-2,2C:29-9-2,1,2C:29-9-2,2C:29-9-2,2C:29-9-2
2C:29-9; 39:3-40,2C:29-9; 39:3-40,1,2C:29-9; 39:3-40,2C:29-9; 39:3-40,2C:29-9; 39:3-40
2C:29-9.B,2C:29-9.B,1,2C:29-9.B,2C:29-9.B,2C:29-9.B
2C:29-9(1),2C:29-9(1),1,2C:29-9(1),2C:29-9(1),2C:29-9(1)
2C:29-9(5),2C:29-9(5),1,2C:29-9(5),2C:29-9(5),2C:29-9(5)
2C:29-9(A),2C:29-9(A),1,2C:29-9(A),2C:29-9(A),2C:29-9(A)
2C:29-9/ 2C:29-2A2,2C:29-9/ 2C:29-2A2,1,2C:29-9/ 2C:29-2A2,2C:29-9/ 2C:29-2A2,2C:29-9/ 2C:29-2A2
2C:29-9/ 2C:35-10A1/ 2C:29-2(A)/ 2C:29-1,2C:29-9/ 2C:35-10A1/ 2C:29-2(A)/ 2C:29-1,1,2C:29-9/ 2C:35-10A1/ 2C:29-2(A)/ 2C:29-1,2C:29-9/ 2C:35-10A1/ 2C:29-2(A)/ 2C:29-1,2C:29-9/ 2C:35-10A1/ 2C:29-2(A)/ 2C:29-1
2C:29-9/2C:12-1A.1/2C:29-2,2C:29-9/2C:12-1A.1/2C:29-2,1,2C:29-9/2C:12-1A.1/2C:29-2,2C:29-9/2C:12-1A.1/2C:29-2,2C:29-9/2C:12-1A.1/2C:29-2
2C:29-9/2C:29-2A,2C:29-9/2C:29-2A,1,2C:29-9/2C:29-2A,2C:29-9/2C:29-2A,2C:29-9/2C:29-2A
2C:29-9/2C:29-2A(1),2C:29-9/2C:29-2A(1),1,2C:29-9/2C:29-2A(1),2C:29-9/2C:29-2A(1),2C:29-9/2C:29-2A(1)
2C:29-9/COC,2C:29-9/COC,1,2C:29-9/COC,2C:29-9/COC,2C:29-9/COC
2C:29-93(A),2C:29-93(A),1,2C:29-93(A),2C:29-93(A),2C:29-93(A)
2C:29-9A (CONTEMPT),2C:29-9A (CONTEMPT),1,2C:29-9A (CONTEMPT),2C:29-9A (CONTEMPT),2C:29-9A (CONTEMPT)
2C:29-9A 9.B-1,2C:29-9A 9.B-1,1,2C:29-9A 9.B-1,2C:29-9A 9.B-1,2C:29-9A 9.B-1
2C:29-9A VIOLATION OF COURT (CONTEMPT),2C:29-9A VIOLATION OF COURT (CONTEMPT),1,2C:29-9A VIOLATION OF COURT (CONTEMPT),2C:29-9A VIOLATION OF COURT (CONTEMPT),2C:29-9A VIOLATION OF COURT (CONTEMPT)
2C:29-9A VIOLATION OF COURT ORDER (CONTEMPT),2C:29-9A VIOLATION OF COURT ORDER (CONTEMPT),1,2C:29-9A VIOLATION OF COURT ORDER (CONTEMPT),2C:29-9A VIOLATION OF COURT ORDER (CONTEMPT),2C:29-9A VIOLATION OF COURT ORDER (CONTEMPT)
2C:29-9A(1),2C:29-9A(1),1,2C:29-9A(1),2C:29-9A(1),2C:29-9A(1)
2C:29-9A(2),2C:29-9A(2),1,2C:29-9A(2),2C:29-9A(2),2C:29-9A(2)
2C:29-9A1,2C:29-9A1,1,2C:29-9A1,2C:29-9A1,2C:29-9A1
2C:29-9B / 2C:18-2B2,2C:29-9B / 2C:18-2B2,1,2C:29-9B / 2C:18-2B2,2C:29-9B / 2C:18-2B2,2C:29-9B / 2C:18-2B2
2C:29-9B / 2C:29-2A(1),2C:29-9B / 2C:29-2A(1),1,2C:29-9B / 2C:29-2A(1),2C:29-9B / 2C:29-2A(1),2C:29-9B / 2C:29-2A(1)
2C:29-9B & 2C:29-2,2C:29-9B & 2C:29-2,1,2C:29-9B & 2C:29-2,2C:29-9B & 2C:29-2,2C:29-9B & 2C:29-2
2C:29-9B & 2C:29-2A,2C:29-9B & 2C:29-2A,1,2C:29-9B & 2C:29-2A,2C:29-9B & 2C:29-2A,2C:29-9B & 2C:29-2A
2C:29-9B CONTEMPT-VIOLATION TRO/FRO,2C:29-9B CONTEMPT-VIOLATION TRO/FRO,1,2C:29-9B CONTEMPT-VIOLATION TRO/FRO,2C:29-9B CONTEMPT-VIOLATION TRO/FRO,2C:29-9B CONTEMPT-VIOLATION TRO/FRO
2C:29-9B ELUDING,2C:29-9B ELUDING,1,2C:29-9B ELUDING,2C:29-9B ELUDING,2C:29-9B ELUDING
2C:29-9B; 2C18-3B(1),2C:29-9B; 2C18-3B(1),1,2C:29-9B; 2C18-3B(1),2C:29-9B; 2C18-3B(1),2C:29-9B; 2C18-3B(1)
2C:29-9B(1),2C:29-9B(1),1,2C:29-9B(1),2C:29-9B(1),2C:29-9B(1)
2C:29-9B(X2),2C:29-9B(X2),1,2C:29-9B(X2),2C:29-9B(X2),2C:29-9B(X2)
2C:29-9B/2C:12-1B(5)(A),2C:29-9B/2C:12-1B(5)(A),1,2C:29-9B/2C:12-1B(5)(A),2C:29-9B/2C:12-1B(5)(A),2C:29-9B/2C:12-1B(5)(A)
2C:29-9X5,2C:29-9X5,1,2C:29-9X5,2C:29-9X5,2C:29-9X5
2C:29-A1,2C:29-A1,1,2C:29-A1,2C:29-A(1),2C:29-A(1)
2C:29-A(2) RESISTING ARREST - BY FLIGHT (4TH DEGREE),2C:29-A(2) RESISTING ARREST - BY FLIGHT (4TH DEGREE),1,2C:29-A(2) RESISTING ARREST - BY FLIGHT (4TH DEGREE),2C:29-A(2) RESISTING ARREST - BY FLIGHT (4TH DEGREE),2C:29-A(2) RESISTING ARREST - BY FLIGHT (4TH DEGREE)
2C:29-A3,2C:29-A3,1,2C:29-A3,2C:29-A(3),2C:29-A(3)
2C:29A(3),2C:29A(3),1,2C:29A(3),2C:29-A(3),2C:29-A(3)
2C:29-A(3)M 2C:12-1B(5)(A),2C:29-A(3)M 2C:12-1B(5)(A),1,2C:29-A(3)M 2C:12-1B(5)(A),2C:29-A(3)M 2C:12-1B(5)(A),2C:29-A(3)M 2C:12-1B(5)(A)
2C:29-A1(1),2C:29-A1(1),1,2C:29-A1(1),2C:29-A1(1),2C:29-A1(1)
2C:29-A2(2),2C:29-A2(2),1,2C:29-A2(2),2C:29-A2(2),2C:29-A2(2)
2C:29:2/RESISTING,2C:29:2/RESISTING,1,2C:29:2/RESISTING,2C:29:2/RESISTING,2C:29:2/RESISTING
2C:29:2B ATTEMPT TO ELUDE POLICE,2C:29:2B ATTEMPT TO ELUDE POLICE,1,2C:29:2B ATTEMPT TO ELUDE POLICE,2C:29:2B ATTEMPT TO ELUDE POLICE,2C:29:2B ATTEMPT TO ELUDE POLICE
2C:29:3,2C:29:3,1,2C:29:3,2C:29:3,2C:29:3
2C:29:9A,2C:29:9A,1,2C:29:9A,2C:29:9A,2C:29:9A
2C:29.2.A(1) ORD 22-1.A(2),2C:29.2.A(1) ORD 22-1.A(2),1,2C:29.2.A(1) ORD 22-1.A(2),2C:29.2.A(1) ORD 22-1.A(2),2C:29.2.A(1) ORD 22-1.A(2)
2C:29.A(1) ORD 22-1.A(2),2C:29.A(1) ORD 22-1.A(2),1,2C:29.A(1) ORD 22-1.A(2),2C:29.A(1) ORD 22-1.A(2),2C:29.A(1) ORD 22-1.A(2)
2C:29-(3)(A),2C:29(3)(A),1,2C:29(3)(A),2C:29(3)(A),2C:29(3)(A)
2C:2902A(3)(A),2C:2902A(3)(A),1,2C:2902A(3)(A),2C:2902A(3)(A),2C:2902A(3)(A)
"2C:292A2,2C:29-1A","2C:292A2,2C:29-1A",1,"2C:292A2,2C:29-1A","2C:292A2,2C:29-1A","2C:292A2,2C:29-1A"
2C:299 / 2C:29-2 / 2C:29-1,2C:299 / 2C:29-2 / 2C:29-1,1,2C:299 / 2C:29-2 / 2C:29-1,2C:299 / 2C:29-2 / 2C:29-1,2C:299 / 2C:29-2 / 2C:29-1
2C:29A-2,2C:29A-2,1,2C:29A-2,2C:29A-2,2C:29A-2
2C:29A-2C:29-3-2C:12-3,2C:29A-2C:29-3-2C:12-3,1,2C:29A-2C:29-3-2C:12-3,2C:29A-2C:29-3-2C:12-3,2C:29A-2C:29-3-2C:12-3
2C:29C-2A,2C:29C-2A,1,2C:29C-2A,2C:29C-2A,2C:29C-2A
2C:2A-1/2C:29-2,2C:2A-1/2C:29-2,1,2C:2A-1/2C:29-2,2C:2A-1/2C:29-2,2C:2A-1/2C:29-2
2C:2A-13,2C:2A-13,1,2C:2A-13,2C:2A-13,2C:2A-13
2C:2A-2A,2C:2A-2A,1,2C:2A-2A,2C:2A-2A,2C:2A-2A
2C:2A-2A(3)(A),2C:2A-2A(3)(A),1,2C:2A-2A(3)(A),2C:2A-2A(3)(A),2C:2A-2A(3)(A)
2C:2A-2B,2C:2A-2B,1,2C:2A-2B,2C:2A-2B,2C:2A-2B
2C:2A-3A(2),2C:2A-3A(2),1,2C:2A-3A(2),2C:2A-3A(2),2C:2A-3A(2)
2C:2A-3B,2C:2A-3B,1,2C:2A-3B,2C:2A-3B,2C:2A-3B
2C:2A-3B(4),2C:2A-3B(4),1,2C:2A-3B(4),2C:2A-3B(4),2C:2A-3B(4)
2C: 2A(1),2C:2A(1),1,2C:2A(1),2C:2A(1),2C:2A(1)
2C:2A(2),2C:2A(2),1,2C:2A(2),2C:2A(2),2C:2A(2)
2C:2A2,2C:2A2,1,2C:2A2,2C:2A(2),2C:2A(2)
2C:2A-2,2C:2A-2,1,2C:2A-2,2C:2A(2),2C:2A(2)
2C:2A-3A,2C:2A-3A,1,2C:2A-3A,2C:2A(3)(A),2C:2A(3)(A)
2C:2AILLEGIBLE(3),2C:2AILLEGIBLE(3),1,2C:2AILLEGIBLE(3),2C:2AILLEGIBLE(3),2C:2AILLEGIBLE(3)
2C:2C-1A,2C:2C-1A,1,2C:2C-1A,2C:2C-1A,2C:2C-1A
2C:2C-7; 2C:35-1A(1),2C:2C-7; 2C:35-1A(1),1,2C:2C-7; 2C:35-1A(1),2C:2C-7; 2C:35-1A(1),2C:2C-7; 2C:35-1A(1)
2C:2C-7A,2C:2C-7A,1,2C:2C-7A,2C:2C-7A,2C:2C-7A
2C:2C:12-1B(5)(A),2C:2C:12-1B(5)(A),1,2C:2C:12-1B(5)(A),2C:2C:12-1B(5)(A),2C:2C:12-1B(5)(A)
2C:2C:18-2A1,2C:2C:18-2A1,1,2C:2C:18-2A1,2C:2C:18-2A1,2C:2C:18-2A1
2C:2C:1A,2C:2C:1A,1,2C:2C:1A,2C:2C:1A,2C:2C:1A
2C:2C:28-6,2C:2C:28-6,1,2C:2C:28-6,2C:2C:28-6,2C:2C:28-6
2C:2C:33-2,2C:2C:33-2,1,2C:2C:33-2,2C:2C:33-2,2C:2C:33-2
2C:2D-2A(1),2C:2D-2A(1),1,2C:2D-2A(1),2C:2D-2A(1),2C:2D-2A(1)
2C:2ILLEGIBLE,2C:2ILLEGIBLE,1,2C:2ILLEGIBLE,2C:2ILLEGIBLE,2C:2ILLEGIBLE
2C:3,2C:3,1,2C:3,2C:3,2C:3
2C:3 FLOT (1),2C:3 FLOT (1),1,2C:3 FLOT (1),2C:3 FLOT (1),2C:3 FLOT (1)
2C:3-2(A),2C:3-2(A),1,2C:3-2(A),2C:3-2(A),2C:3-2(A)
2C:3-2(A)1,2C:3-2(A)1,1,2C:3-2(A)1,2C:3-2(A)1,2C:3-2(A)1
2C:3-22,2C:3-22,1,2C:3-22,2C:3-22,2C:3-22
2C:3-29,2C:3-29,1,2C:3-29,2C:3-29,2C:3-29
2C:3-2A,2C:3-2A,1,2C:3-2A,2C:3-2A,2C:3-2A
2C:3-2A / 2C:29-2A,2C:3-2A / 2C:29-2A,1,2C:3-2A / 2C:29-2A,2C:3-2A / 2C:29-2A,2C:3-2A / 2C:29-2A
2C:3-2A(1) DISORDERLY CONDUCT,2C:3-2A(1) DISORDERLY CONDUCT,1,2C:3-2A(1) DISORDERLY CONDUCT,2C:3-2A(1) DISORDERLY CONDUCT,2C:3-2A(1) DISORDERLY CONDUCT
2C:3-4D,2C:3-4D,1,2C:3-4D,2C:3-4D,2C:3-4D
2C:3-5D,2C:3-5D,1,2C:3-5D,2C:3-5D,2C:3-5D
2C:30-11B(2) SHOPLIFTING 2C:29-2A(3)A RESISTING,2C:30-11B(2) SHOPLIFTING 2C:29-2A(3)A RESISTING,1,2C:30-11B(2) SHOPLIFTING 2C:29-2A(3)A RESISTING,2C:30-11B(2) SHOPLIFTING 2C:29-2A(3)A RESISTING,2C:30-11B(2) SHOPLIFTING 2C:29-2A(3)A RESISTING
2C:30-2 OFFICIAL MISCONDUCT,2C:30-2 OFFICIAL MISCONDUCT,1,2C:30-2 OFFICIAL MISCONDUCT,2C:30-2 OFFICIAL MISCONDUCT,2C:30-2 OFFICIAL MISCONDUCT
2C:30-3A,2C:30-3A,1,2C:30-3A,2C:30-3A,2C:30-3A
2C:30-5B(A),2C:30-5B(A),1,2C:30-5B(A),2C:30-5B(A),2C:30-5B(A)
2C:30-6,2C:30-6,1,2C:30-6,2C:30-6,2C:30-6
2C:30-7A,2C:30-7A,1,2C:30-7A,2C:30-7A,2C:30-7A
2C:31-1,2C:31-1,1,2C:31-1,2C:31-1,2C:31-1
2C:31-1A,2C:31-1A,1,2C:31-1A,2C:31-1A,2C:31-1A
2C:31-2,2C:31-2,1,2C:31-2,2C:31-2,2C:31-2
2C:31-5,2C:31-5,1,2C:31-5,2C:31-5,2C:31-5
2C:31-5B,2C:31-5B,1,2C:31-5B,2C:31-5B,2C:31-5B
2C:32-2A(1),2C:32-(2)A1,1,2C:32-(2)A1,2C:32-(2)A1,2C:32-(2)A1
2C:32-2A1,2C:32-(2)A1,1,2C:32-(2)A1,2C:32-(2)A1,2C:32-(2)A1
2C:32-(2)A1,2C:32-(2)A1,1,2C:32-(2)A1,2C:32-(2)A1,2C:32-(2)A1
2C:32-1B,2C:32-1B,1,2C:32-1B,2C:32-1B,2C:32-1B
2C:32-1B 2C:29-2 2C:12-1B 2C:33-2,2C:32-1B 2C:29-2 2C:12-1B 2C:33-2,1,2C:32-1B 2C:29-2 2C:12-1B 2C:33-2,2C:32-1B 2C:29-2 2C:12-1B 2C:33-2,2C:32-1B 2C:29-2 2C:12-1B 2C:33-2
2C:32-2.1B,2C:32-2.1B,1,2C:32-2.1B,2C:32-2.1B,2C:32-2.1B
2C:32-2A(1); 2C:29-2(A)1,2C:32-2A(1); 2C:29-2(A)1,1,2C:32-2A(1); 2C:29-2(A)1,2C:32-2A(1); 2C:29-2(A)1,2C:32-2A(1); 2C:29-2(A)1
2C:32-2A(2),2C:32-2A(2),1,2C:32-2A(2),2C:32-2A(2),2C:32-2A(2)
2C:32-2A(2) DISORDERLY PERSON OFFENSE & 2C:29-2A(1) RESISTING,2C:32-2A(2) DISORDERLY PERSON OFFENSE & 2C:29-2A(1) RESISTING,1,2C:32-2A(2) DISORDERLY PERSON OFFENSE & 2C:29-2A(1) RESISTING,2C:32-2A(2) DISORDERLY PERSON OFFENSE & 2C:29-2A(1) RESISTING,2C:32-2A(2) DISORDERLY PERSON OFFENSE & 2C:29-2A(1) RESISTING
2C:32-2B,2C:32-2B,1,2C:32-2B,2C:32-2B,2C:32-2B
2C:323-2(A),2C:323-2(A),1,2C:323-2(A),2C:323-2(A),2C:323-2(A)
2C:33 2 2C:29 2 2C:12 1A,2C:33 2 2C:29 2 2C:12 1A,1,2C:33 2 2C:29 2 2C:12 1A,2C:33 2 2C:29 2 2C:12 1A,2C:33 2 2C:29 2 2C:12 1A
2C:33 2A(1),2C:33 2A(1),1,2C:33 2A(1),2C:33 2A(1),2C:33 2A(1)
2C:33-,2C:33-,1,2C:33-,2C:33-,2C:33-
2C:33- 15,2C:33- 15,1,2C:33- 15,2C:33- 15,2C:33- 15
2C:33-1(A)1,2C:33-1(A)1,1,2C:33-1(A)1,2C:33-1(A)1,2C:33-1(A)1
2C:33-1(B) RESISTING,2C:33-1(B) RESISTING,1,2C:33-1(B) RESISTING,2C:33-1(B) RESISTING,2C:33-1(B) RESISTING
2C:33-10A,2C:33-10A,1,2C:33-10A,2C:33-10A,2C:33-10A
2C:33-10A1 / 2C:35-10B,2C:33-10A1 / 2C:35-10B,1,2C:33-10A1 / 2C:35-10B,2C:33-10A1 / 2C:35-10B,2C:33-10A1 / 2C:35-10B
2C:33-11 1A,2C:33-11 1A,1,2C:33-11 1A,2C:33-11 1A,2C:33-11 1A
2C:33-11.1A,2C:33-11.1A,1,2C:33-11.1A,2C:33-11.1A,2C:33-11.1A
2C:33-12,2C:33-12,1,2C:33-12,2C:33-12,2C:33-12
2C:33-13B,2C:33-13B,1,2C:33-13B,2C:33-13B,2C:33-13B
2C:33-14-1,2C:33-14-1,1,2C:33-14-1,2C:33-14-1,2C:33-14-1
2C:33-14.5,2C:33-14.5,1,2C:33-14.5,2C:33-14.5,2C:33-14.5
2C:33-14(A)(5),2C:33-14(A)(5),1,2C:33-14(A)(5),2C:33-14(A)(5),2C:33-14(A)(5)
2C:33-14A5,2C:33-14A5,1,2C:33-14A5,2C:33-14A5,2C:33-14A5
2C:33-15 & 2C:29-2,2C:33-15 & 2C:29-2,1,2C:33-15 & 2C:29-2,2C:33-15 & 2C:29-2,2C:33-15 & 2C:29-2
2C:33-15 2C:29-2,2C:33-15 2C:29-2,1,2C:33-15 2C:29-2,2C:33-15 2C:29-2,2C:33-15 2C:29-2
2C:33-15 MINOR CONSUMING ALCOHOLIC BEVERAGE,2C:33-15 MINOR CONSUMING ALCOHOLIC BEVERAGE,1,2C:33-15 MINOR CONSUMING ALCOHOLIC BEVERAGE,2C:33-15 MINOR CONSUMING ALCOHOLIC BEVERAGE,2C:33-15 MINOR CONSUMING ALCOHOLIC BEVERAGE
2C:33-15 UNDERAGE ALCOHOL POSSESSION OR CONSUMPTION,2C:33-15 UNDERAGE ALCOHOL POSSESSION OR CONSUMPTION,1,2C:33-15 UNDERAGE ALCOHOL POSSESSION OR CONSUMPTION,2C:33-15 UNDERAGE ALCOHOL POSSESSION OR CONSUMPTION,2C:33-15 UNDERAGE ALCOHOL POSSESSION OR CONSUMPTION
2C:33-15 UNDERAGE POSSESSION OF ALCOHOLIC BEVERAGES,2C:33-15 UNDERAGE POSSESSION OF ALCOHOLIC BEVERAGES,1,2C:33-15 UNDERAGE POSSESSION OF ALCOHOLIC BEVERAGES,2C:33-15 UNDERAGE POSSESSION OF ALCOHOLIC BEVERAGES,2C:33-15 UNDERAGE POSSESSION OF ALCOHOLIC BEVERAGES
2C:33-15(1)(A),2C:33-15(1)(A),1,2C:33-15(1)(A),2C:33-15(1)(A),2C:33-15(1)(A)
2C:33-15(A)2,2C:33-15(A)2,1,2C:33-15(A)2,2C:33-15(A)2,2C:33-15(A)2
2C:33-15/113-6C,2C:33-15/113-6C,1,2C:33-15/113-6C,2C:33-15/113-6C,2C:33-15/113-6C
2C:33-151A,2C:33-151A,1,2C:33-151A,2C:33-151A,2C:33-151A
2C:33-15A - UNDER AGE ALCOHOL,2C:33-15A - UNDER AGE ALCOHOL,1,2C:33-15A - UNDER AGE ALCOHOL,2C:33-15A - UNDER AGE ALCOHOL,2C:33-15A - UNDER AGE ALCOHOL
2C:33-15A / 2C:29-1A,2C:33-15A / 2C:29-1A,1,2C:33-15A / 2C:29-1A,2C:33-15A / 2C:29-1A,2C:33-15A / 2C:29-1A
